title, genre, comment
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",늦자짜서못봄ㅠㅠㅅㅂ
마스터,"액션,범죄",연기가 너무 좋고 초반엔 지루한 감이 있었지만 재밌어용
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",너무나 신나고 재미있어요.
신비한 동물사전,"판타지,모험",해리포터에선 볼수없엇던 동물들이 많이나와서 재밋게봣습니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무너무너무 재밌어요 인생영화
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","애니로만 만들 수 있는 느낄 수 있는 장면들이 아주 좋았고, 스토리텔링 또한 좋다."
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화가 재밌다 이런 말 보다 아름답다는 말이 어울린다.환상적이다.
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",대사가 빨라서 내용 이해가 빨리 안될때도 있었지만전체적인 분위기. 시간에 따라 변하는 감정들이 공감되었다
루돌프와 많이있어,애니메이션,잼나요.동심으로 돌아간기분
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이들과  잘봤어요 재밋네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",나 혼자 보게돼서 다행이었던 영화. 혼자 울 수 있었거든..
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",배경이너무이쁘다  카메라워킹이자연스럽다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",두번 봐도 감동적인 영화 입니다
패신저스,"모험,SF",제니퍼로렌스 세젤예 재밌음
스타트렉 비욘드,"액션,모험,SF,스릴러",2편보단 못하지만 재밌어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",여운남는 영화네요 긋굿
마스터,"액션,범죄","좀 지루한 느낌이였지만, 흥미진진하고 탄탄한  배우들 덕분에 재미있게 보았습니다"
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",따뜻한 영화였습니다. ㅎㅎ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","스토리, 작화, 전개 속도 어떤 것 하나 모난 곳이 없었습니다. 또 보러 가야겠습니다."
언어의 정원,애니메이션,만남과 엇갈림 성장에 관한 이야기. 참고로 감독의 전작에 비하면 꽤 해피엔딩에 속하는 작품.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",정말 최고로 재밌게봤습니다~!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",역시 일본은 애니메이션 강국이네요
사랑하기 때문에,"코미디,멜로/애정/로맨스",오로지 유정이를 사랑하기 때문에 선택한영화~하지만 웃음과 감동이 함께함영화^^  웃다가 울다가 가슴찡한  휴먼드라마~ 사랑하기때문에 재밌네요♡
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",배경이 정말 아름다워서 눈이 즐거웠어요 몰입도 잘되고요 마지막 장면에서 여운이 많이 남네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",야 이씨 여운이 떠나가질 않냐어떻게좀 해봐
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",미쳤다는 말밖에 안나오네... 와 역대급
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",전잔하면서 마음이 짠하면서 감동적이네요 ~ 꼭함보세요 후회없을꺼예요~
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",내려놨던 꿈에 대해 생각해 볼 시간이었다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",미즈하 엄마 이야기가 궁금해서 소설 주문했습니다!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",정말 대단하고 많은 여운을 남겼다 영화를 보고 하루종일 기분이 좋은적은 처음이다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",역시 영화관에선 애니메이션이 최고
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무나 재밌게 본 영화 인생영화중 하나다..
마스터,"액션,범죄",짱짱짱 재밋습니다!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화를 보고 나서도 여운이 남아 ost를 찾아 듣게 하는 영화. 두 주인공이 그리는 인연은 내가 봤던 영화들 중 우선순위를 줘도 아깝지 않다. 영화를 보는 동안 행복했다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",이건 다음주에 또 보러갈꺼다 진짜 영화가 시작되고 화면이 완전히 꺼질때까지 날 일어나지 못하게 만들었어!그리고 처음으로 영화관으로 또 보러가야겠다고 생각하게만든 개띵작..!
마스터,"액션,범죄",너무 길었어요 그래도 나름 볼만함
패신저스,"모험,SF",짐은 완전 민페남 으 싫다
패신저스,"모험,SF",상당히 재밌습니다.  여태까지 우주 영화중 가장 세련되지 않았을까..
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","영상도 좋고, 재미있게 봤어요~"
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",조오아았습니다아요오
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",재미있기도하지만배경이이쁘네요~
부산행,"액션,스릴러",아주 잘 봤습니다 맘에들어요
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",2016년 최고의 영화
마스터,"액션,범죄",쉬지않고 쭉쭉쭉 이어지는 전개가 마음에 들었다
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",연인끼리 보면 좋을 영화! 마지막 장면의 여운이 길게 남음
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",소중한영화 잊고싶기않은영화 잊으면안되는영화
패신저스,"모험,SF",배경이 우주인 로맨스물이라고 보면됩니다. 엑스맨같은 화려한 영상 원하시면 패스하시고 드라마나 로맨스물 좋아하시면 보세요. 오랜만에 몰입해서 봤네요. 드라마인데 지루한 틈 전혀없어요. 여친이 보재서 억지로 본건데 오히려 나올때는 여친한테 고마웠음
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",애니메이션 영화중 최고인것같다
사랑하기 때문에,"코미디,멜로/애정/로맨스",이건 꼭 봐야하는 영화다진심 중간 피식피식 웃게되고 사람들 우느라 다 훌쩍거리뮤ㅠㅠ 서현진 너무 이쁘고 차태현은 진짜 믿고보는 배우임
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",굿굿 정말괜찮네요!!
판도라,"드라마,스릴러",정말 슬프고 감동적이고 한편으로 실제로일어날거같은 무서운 영화였다. 한번 씩 봐봤으면 좋겠다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",짱재밌오요요용이이이잉
씽,"뮤지컬,애니메이션",6세 딸아이와 봤는데 너무 좋아 했습니다.예측가능한 결말이었지만 개성있는 캐릭터와 질높은 음악에 높은 점수를 주고싶어요.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","대박. 예고편도 하나도 안보고 포스터보고 , 감독 이름보고 스포없이 갔는데 진짜 너무 감동적이게 보고 왔습니다 ㅠㅜ"
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",좋은영화..나의 베스트..그러나 혼자 가시길..친구랑 가면 쳐맞을영화...
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",작화와 연출력에 눈물날 뻔..ㅠㅠ 어떻게 이렇게 표현을 하지? 감독천재다...
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",말이 필요없는 명작뛰어난 작화와 훌륭한ost등으로 사람들의 마음을 사로잡았습니다.
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",얼음이 좋아서 눈에는 블루메이크업내 스타일이야 겔다 파이팅
패신저스,"모험,SF",인터스텔라 그래비티 마션 같은 우주영화를 생각하고 본다면 완전 실망할 수 있으나 전 로맨스에 더 중점으로 봐서 그런지 재밌었어요 어쩌다보니 두번이나 봤습니다 연인들에게 추천!ㅋㅋㅋ
사랑하기 때문에,"코미디,멜로/애정/로맨스",그냥 가볍게 즐길수있는 재밌는 영화
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",그대들을 잊지 않겠다는 개인들간의 간절한 연대에서 오는 치유
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 재미습니다 감동적이고 다시보고싶을정도네요후회없는 작품 영화입니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",요새본것중에 채고 굿굿맨
마스터,"액션,범죄",영화가너무길어지루한감이있다
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",진짜 간만의 제대로인 영화 봤다고 느꼈다...
마스터,"액션,범죄",역시 강동원...ㅎㅎㅎㅎ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본애니 제취향이 아니라 기대안하고 갔는데...진짜 대박감동입니다~ 그 동화같은세상에 흠뻑빠진느낌이네요. 기분좋은 힐링영화인 것 같아요.
마스터,"액션,범죄",스토리면에서 좀 뻔한 느낌이 없진 않았지만 전체적으로 볼만했던것 같네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",깔끔하고 이쁜 그림체에 감동까지!이야기 전개가 조금은 느려서 답답함을 조금 느꼈지만 감동있는 영화였어요!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",ㅠㅜㅠ정말 감동적 애인있으신 분들은 같이 보시길
마스터,"액션,범죄","다소 거북했던 이병헌, 김우빈씨의 연기가 군더더기 없이담백해져 있어서 훨씬 재미있었어요. 영화내내 지루할틈 없었던~~"
닥터 스트레인지,"액션,모험,판타지",도르마무 거라을 하러왔다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본 에니메이션은 무시하면안된다.. 영상미도 너무 정겹고 예쁘고 남자주인공은 왜이렇게 귀엽냐 ㅠㅠㅠ하
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","평식이 형님 7점 영화 : 다크나이트, 라라랜드, 곡성, 너의이름은"
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",뮤지컬같은 영화. 마지막에 만났을때 울컥할뻔했다 ㅠㅠ 여운이남는영화.남자의말 센스가 너무재미있었다.
스타트렉 비욘드,"액션,모험,SF,스릴러",믿고보는 스타트렉 시리즈
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영상미와 음악이 너무나도 황홀해 내 입을 멍하니 놔두게 되고 머리속이 몽환쇼크상태에 빠지게 한 신카이 마코토를 껴안고 울어버리고 싶었으나결정적인 엔딩 보고 눈물이 쏟아졌다.도쿄의 깔끔한 풍경과 하늘빛에 빠져들고싶은 짜릿한 순간을 상기시켜주었다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",그림 보는 재미도 있고 감동도 있습니다
터널,드라마,처음부터 끝까지 손에 땀을 쥐게하는.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",ost도 배경도 너무 이쁜영화  꼭 추천드립니다다운받아보지마시고 영화관가서보세요
사랑하기 때문에,"코미디,멜로/애정/로맨스",너무재밋어요!!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무 재미있습니다 역시 신카이마코토
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",소설을 먼저보고 보게되었는데 분위기에 맞게 나오는 음악이 좋아서 지루하지않게 봤어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",남자의  감성을  뒤흔든  아름답고 환상적인 영화! 말로 표현하기  힘들 정도로  아름답고 여운이 있네요
부산행,"액션,스릴러",존 나 잼있네... 최고의 한국 영화다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",시간가는줄도 모르고 봤습니다.. 영상 음악 스토리 어디 하나 빠지지않고 재밌게 잘봤습니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",혼자봐도 재밌게 봤지만 누군가와 함께 본다면 더욱 재밌을꺼 같다
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",판타스틱최고임 킬링타임용으로
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",믿고 보는 신카이 마코토!!
"당신, 거기 있어줄래요","판타지,드라마",정말 재밌게 본 영화입니다.
"나의 위대한 친구, 세잔",드라마,예술을 향한 열정도 우정은 불태우지 못했다. 세잔도 졸라도 우정이 없었다면 존재의 의미가 퇴색했을 것이다. 영화가 내게 알려준 이 진실에 감동했다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",ㄹㅇ 명작 평소에 리뷰 잘 안쓰는데 리뷰를 쓰게 되네요 스포일러 영상같은거 보지 마시고 가서보세요 여운이 가시질 않네요
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",스타워즈 팬으로서 감동 깊게 봤다.
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",막판 5분이 이영화의 모든것을 다보여줌.
빅 히어로,"애니메이션,액션,코미디,가족,SF",짱재밌어요 인생영화요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",예쁘다 모든게 예쁘다 색채 이야기
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",뭐하해야할지는 모르겠는데 소름돋고 재미있다.진짜 센과치히로처럼 꼭 봐야할 명작.
루돌프와 많이있어,애니메이션,결말은 맘에 들지 않았지만 보는 내내 아이들도 즐거워하고 지루하지 않고 좋았어요.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영상미가 너무 좋아서 힐링영화 추천
"나, 다니엘 블레이크",드라마,"잊을래야  잊을 수 없는 케이티의식료품 보급장면,"
씽,"뮤지컬,애니메이션",말그대로 노래네요~~재밌게 잘 봤네요~#
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",기대이상 ! 정말 재밌어요 도쿄가고 싶어요 ㅜ
씽,"뮤지컬,애니메이션",너무 재미있게 잘 봤어요.
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",친구랑 동생이랑 재밌게봤어요
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",겨울왕국이랑 비슷하네요~~~
마스터,"액션,범죄",완전꿀잼ㅎㅎㅎ재밌게봤습니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",스토리도 괜찮았고 슬프고 재미있던 애니영화이였던거같다 평생 기억에 남아있을거같다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",보고나서 든 생각은 와 이건 명작이다 라는 생각 밖에 없었고 OST 부터 스토리까지 중간중간에 소름이 쫙돋는것 까지 진짜 104분이 내가 등장인물의 삶을 사는듯하게 느껴졌다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","전개가 심심하다고 느껴질 수 있지만 스토리 자체는 정말 극적이고 재밌었다. 또한 배경음악도 좋았고, 가사도 눈 여겨 볼만하다."
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",타키 미츠하 넘나 좋은 커플 ㅠㅠㅠ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",내 인생 애니를 만났다 여운이 계속남는다
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",볼만해빨리적립해줘네이버얌
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무 재미없어서 또보러갑니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",후반부부터 계속 울면서 봤어요 정말 재밌었습니다
씽,"뮤지컬,애니메이션",음악이있어 신나고 지루하지않아서 좋아요
루돌프와 많이있어,애니메이션,재밌어요^^ 5살짜리도 잘 봅니다 조아요
마스터,"액션,범죄",강동원 김우빈 가 멋있게 나오는 듯 !
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화가 저의 일상생활을 가져가 버렸습니다.
판도라,"드라마,스릴러",결말은...늘 결론은 흐지부지
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",초속 5cm의 완성판 같다는 느낌이 들었음...
판도라,"드라마,스릴러",딸과 둘이 봤는데요.잼있었어요..  같이 울고 지금 현재 사회상황이랑  넘 똑같다고 생각했구요답답한마음 안타가운마음이 들었어요. 잘봤습니다.
자백,다큐멘터리,너무 잘만들었다..그 어떤 영화보다... 임팩트가 강하다.
사랑하기 때문에,"코미디,멜로/애정/로맨스",새해 첫 영화로 잘 고른 것 같네요 재미있었어요
닥터 스트레인지,"액션,모험,판타지",재미잇어요~! 눈이즐거운영호ㅓ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","장면 하나하나가 다기억나면서  그장면마다 남는 아련함이 자꾸 생각남 ,,"
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",정말 오랜만에 보는 아름다운 영화 였습니다. 두 남녀 배우의 연기력과 퀄리티가 느껴졌고 영화 전반에 디테일 돋보였습니다. 특히 엠마의 표정연기 에서 아름다움과 개성을 또한번 느꼈지요. 참 좋은 영화 였습니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",내 인생영화봤던 영화는 다시 안보는 편이지만이 영화는 최소 3번은 봐야한다...감동...
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",잼나요잼나요잼나요잼나요
사다코 대 카야코,공포,"프레디 대 제이슨 일본버전? ㅎㅎ 우리도 만들자 ""구미호 대 처녀귀신"""
에곤 쉴레: 욕망이 그린 그림,드라마,미인박명.. 안타까운 천재의 죽음
판도라,"드라마,스릴러",잼있어요잼있어요잼있어요
씽,"뮤지컬,애니메이션",아이들이너무조아해요 어른과아이과함께즐기는 영화
마스터,"액션,범죄","두시간넘는시간내내눈을 뗄수없었어요너무 재밌네요스토리,연기,연출 모든것이 참 훌륭합니다!강추!"
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",다음 편도 기대됩니다.
루돌프와 많이있어,애니메이션,일본의 고즈넉한 풍경보기를 좋아하는 어른으로서는 괜찮았어요.아이들 보기에는 살짝 조용한 영화인거 같네요^^
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF","스타워즈라기 보단 스핀오프 우주전쟁 영화 같습니다. 볼거리도 너무 많고, 전쟁은 가히 역대급인데, 메인 주인공의 임팩트가 약하고 스토리부분에서 조금 아쉽네요. 스타워즈의 오랜팬으로서 광선검이 거의 안나오니 참고하세요"
씽,"뮤지컬,애니메이션",아들이 보고왔는데 재미있다고함~
씽,"뮤지컬,애니메이션",아들.딸과 같이 봤어요 넘 귀요미 캐릭터들이네요♡
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이들과 함께 다녀왔어요~~내용이 어렵지 않고 재미있게 볼수있어서 좋았어요
씽,"뮤지컬,애니메이션",동생이랑. 너무 재미있게 봣어요
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",넘 재밌게 잘봤습니다~^^
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",와~진부한 스토리를 풀어가는 힘이란~음악과 춤 좋아요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","다소 식상하다면 식상할 수 있는 스토리, 연출이었지만 영상미와 주인공인 미츠하, 타키의 이야기가 좋았다."
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무 재밌게 봤다 ....진짜 둘이만날때 내가 다 기뻤다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",역시 작화스토리 훌륭합니다 . .
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무 운명같은 사랑에 감동입니다너의 이름을 몰라도 우린 운명으로 이어집니다
판도라,"드라마,스릴러",그저그렇네요.영화가...
씽,"뮤지컬,애니메이션",어른들이 봐도 재미있는 애니메이션이네요^^
마스터,"액션,범죄",정의로운 세상을 만들어가기 위해 이런 정의로운 영화를 많이 제작하고 공연해야겠습니다~아주 재미있었습니다~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",비슷한소재로시간을달리는소녀가더재밌다  일본에서대박이라지만한국에선분명히폭망이다
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",ost가 너무 좋았던 영화
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",연출 음악 모두 최고인 영화
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",중반부터 재미있게 봤습니다.
마스터,"액션,범죄",좀지루하긴했지만 잼났어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",꼭 보셔야 해여 이건 진짜
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",마코토 감독이 상업적으로 맘 먹고 만드니 이렇게 대박이...
판도라,"드라마,스릴러",너무 잘봤습니다할인도되고 적립도되서 좋네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",여운이 엄청나다 한번더봐야겠다
마스터,"액션,범죄",강동원 개멋있고 잘생겼다..거기다 이병헌도 못지않게 멋진 매력을 선사해줬음..개인적으로 이 영화 보면서 절대 지루하지 않게 본 꿀잼 영화였습니다
마스터,"액션,범죄",잼나쭘 길엇움 영화 ㅜ마스터
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",기대했던것 이상으로 좋았고 안봤다면 평생 후회할만한 영화입니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",무슨 말이 필요할까 10점
형,"코미디,드라마",생각보다 재밌었습니다. ^^ 도경수 연기 잘함
"당신, 거기 있어줄래요","판타지,드라마",진짜 재밋게봤어요~ 죽거나 헤어지거나 밖에없어서 너무슬펐어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",이런 작품을 접할 수 있다는 것에 정말 감사한다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",후유증이 가시질 않는다... 최고의 영화였다..
설국열차,"SF,액션,드라마","권력/지배피지배 구조와 그 재생산 방식, 계층상승 욕구/지배층의 논리와 회유/개혁 지도자의 변절/믿음 없는 개혁 지도자의 실패와 그 교육적 효과 등 굉장히 집약적이고 비유적으로 보여주었다. 액션이나 스릴러, 드라마 재미를 일차 목적으로 볼 영화는 아"
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",10년만에 이렇게 긴여운이남는 영화를 드디어 보다니
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화관에서봤는데 정말 명작이었습니다. 꼭한번 씩보세요!
씽,"뮤지컬,애니메이션",너구리 넘나귀여운것~~ 꽤재밌구만유
씽,"뮤지컬,애니메이션",아이들이 넘 넘 재미있었다네요
패신저스,"모험,SF",SF의 매력에 인간본성의 심리를 잘 조화시킨 수작이다. 인간의 무한한 상상력에 삶의 활기를 느끼게 하는구나...
"당신, 거기 있어줄래요","판타지,드라마",애태어나고 다시 만나도 되는거아니였을까...30년만의 만남
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",타키와 미즈하의 이야기가 시작할 때는 잔잔하면서도 서서히 마음 속에 와닿아 마지막에 싹 씻겨내려가는 기분이었다.. 감정선이 개인적으로는 좋았고 ost가 그 느낌을 더 짙게 남기고 간다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",음악이 너무 좋았어요! 영상미도 대단했습니다! 한 번 더 보려고 합니다!
연애담,"드라마,멜로/애정/로맨스",다른사람의 연애를 훔처본 느낌  간질간질 하네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",한번더보러갈만한영화~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",스포 최대한 피해서 본 보람이 있었네요.
씽,"뮤지컬,애니메이션",아이와함께 재밌게봤네요
초속5센티미터,"애니메이션,드라마",옛날에 처음 봤을 땐 별로 공감도 안가고 이해도 잘 안간 영화였다. 그 후 나이가 들어서 다시 봤다. 마지막 장면에서의 모습이 마치 내 모습과 연상이 되더라....
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무 기대를 많이 했다.
씽,"뮤지컬,애니메이션",지금 가족과함께 신나고 감동있는 뮤지컬한편 보고온듯하네요 보는내내 벅차올랐습니다^^
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",신카이 마코토.. 당신은대체...
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",음악이좋아요~~결말이 너무슬프지만 좋은영화에요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",와 정말이건 와.. 보면 와 밖에 안나와..
"당신, 거기 있어줄래요","판타지,드라마",바람이 서밀듯 추울떈 마은 한켠만 데워주는 영화가 알맞다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",초반 오글거림만 지나면 정말 최고의 영화를 선사한다
사랑하기 때문에,"코미디,멜로/애정/로맨스",감동적으로 재밌었음 그러나 결말이 애매함 그래서 9점
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",여태 본 일본 애니메이션 중 가장 울림이 큰 영화
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",빨리 BD가 나왔으면한다  전체적으로 잘만들어진 애니지만 알게모르게 스킵됬다는 생각이드는 장면이 꽤나 있는것 같았다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜최고다...일본애니 선입견?을 깰수있었던 계기가 된거같아요...평소에 일본애니를 별로 안좋아해서 오늘 보러갔을때도 억지로 보러간건데...나올땐....웃으면서 나왔네요...진짜 짱입니다..2주뒤에 일본가는데 일본에서 한번 더 볼 예정!!
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",재밌어요^^  애들이좋아하네용~♡
루돌프와 많이있어,애니메이션,재밌고  애들이랑 보니 좋아해요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",와 완전 작화 스토리 진짜 뭐 하나 흠 잡을게 없고 ost도 영화와 정말 잘어울러져서 더욱 영화에 집중할수 있게 해주었고 영상미도 너무 너무 이뻤다 개봉전에 시사회에서 한번보고 개봉후에 한번 더 봤는데 진짜 꼭 보세요 제 인생영화에요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화속 영상미에 쏙 빠져드네요...
씽,"뮤지컬,애니메이션",아이들이 재밌었다네요~^^ 보는내내 신나는음악에 지루하지 않았어요.
사랑하기 때문에,"코미디,멜로/애정/로맨스",재밋엇어요~~ 재미와 감동 두가지 다잇더라구요~~~~ 꼭보세요!!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","노래의 조화도 훌륭했고, 작화는 말할 것도 없고, 각본에서도 크게 발전했다. 신카이 마코토가 드디어 하나의 큰 벽을 넘어섰다는 느낌."
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",그림이 너무예뻐요 ^^
씽,"뮤지컬,애니메이션",신나고 즐거운 시간이었다 ^^
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","혹시 했는데 , 그 혹시였다."
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",아주즐겁고 재미 있었어요
씽,"뮤지컬,애니메이션",가족 애니 감동도 있고 좋네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","보는내내 예쁜작화와 음악, 눈과 귀가 즐거운 영화 너무 가볍지도 무겁지도 않은 영화"
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",내인생 최대의 만화영화였다. 몰입감이컸고 무엇보다 일본의 그 고유의 그림체와 스토리 등등 몽환적이고 너무 좋았다. 이건진짜 역대급이니 한번보도록
패신저스,"모험,SF",런닝타임 내내 제니퍼 로렌스의 미모를 감상할수 있다는것만으로도 대만족
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",내 인생의 영화가 되버렸다.
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",지루하지않고 아이들과 재밌게 본것같아요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","스토리, 영상미 너무 괜찮네요 ~ 감성 풍부한 저희 신랑은 보면서 울었네요"
패신저스,"모험,SF",멋진 우주여행  나름 고민할 수 있는 기회도 주었다. 최고
씽,"뮤지컬,애니메이션",정말 재밌었어요 ㅎㅎㅎㅎ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",최고의 영화입니다....OST도 너무나도 잘 어눌리네요~~^^
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",볼만해요 볼만해요??
26년,액션,살인마는 아직도 살아있는데
마스터,"액션,범죄","역시 이병헌, 잘생긴 강동원, 김우빈도 대단"
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이들과 재미있게봤네요
